S/N,UUID,Transmitting time,Collecting time,Longitude,Latitude,Altitude,Geoid height,Speed,Course,Satellite used,Positioning mode,GPS time consumption,HorAccuracy,VerAccuracy,HDOP,VDOP,Data source
6188,db0bbc637a3a,2021-09-25T00:06:37.137Z,2021-09-22T16:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-25T00:06:37.137Z,2021-09-22T20:04:50Z,17.3816416,51.549168,152.26,194.07,0.4,212.3,5,2,36,0,0,1.35,0.99,1
6188,db0bbc637a3a,2021-09-25T00:06:37.138Z,2021-09-23T00:05:01Z,17.381984,51.5483616,215.93,257.75,0.5,333.4,5,2,40,0,0,1.72,0.9,1
6188,db0bbc637a3a,2021-09-25T00:06:37.138Z,2021-09-23T04:05:46Z,17.3816144,51.548992,108.18,150,0.2,0,4,2,86,0,0,1.76,0.92,1
6188,db0bbc637a3a,2021-09-25T00:06:37.139Z,2021-09-23T08:05:01Z,17.406304,51.55112,112.03,153.82,0.1,0,11,2,44,0,0,0.82,0.85,1
6188,db0bbc637a3a,2021-09-25T00:06:37.14Z,2021-09-23T12:04:47Z,17.4120656,51.5451744,121.01,162.81,0.3,90.9,7,2,26,0,0,1.23,0.92,1
6188,db0bbc637a3a,2021-09-25T00:06:38.449Z,2021-09-23T16:06:27Z,17.4052352,51.547328,112.25,154.05,0,13.1,4,2,128,0,0,1.18,0.97,1
6188,db0bbc637a3a,2021-09-25T00:06:38.45Z,2021-09-23T20:04:40Z,17.3814976,51.5494848,185.08,226.89,1.2,250.5,5,1,22,0,0,2.59,0.97,1
6188,db0bbc637a3a,2021-09-25T00:06:38.451Z,2021-09-24T00:04:40Z,17.3809504,51.5483424,102.92,144.73,0.1,0,5,2,18,0,0,1.02,0.95,1
6188,db0bbc637a3a,2021-09-25T00:06:38.452Z,2021-09-24T04:04:47Z,17.3821408,51.5487392,-65.48,-23.67,0.1,0,5,2,27,0,0,1.03,0.93,1
6188,db0bbc637a3a,2021-09-25T00:06:38.453Z,2021-09-24T08:04:26Z,17.43564,51.5465504,76.88,118.65,0,0,7,2,9,0,0,1.03,0.92,1
6188,db0bbc637a3a,2021-09-25T00:06:38.454Z,2021-09-24T12:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-25T00:06:38.454Z,2021-09-24T16:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-25T00:06:38.454Z,2021-09-24T20:04:43Z,200,200,0,0,0,0,0,0,20,0,0,0,0,1
6188,db0bbc637a3a,2021-09-25T00:06:38.454Z,2021-09-25T00:06:08Z,17.4087904,51.55608,110.35,152.14,0,0,6,2,112,0,0,1.01,0.91,1
6188,db0bbc637a3a,2021-09-28T00:06:09.254Z,2021-09-25T04:05:21Z,17.4093488,51.557152,641.64,683.42,0,14.6,5,1,91,0,0,1.19,0.99,1
6188,db0bbc637a3a,2021-09-28T00:06:09.255Z,2021-09-25T08:05:32Z,17.381496,51.5491488,79.24,121.05,0.4,117.6,7,2,38,0,0,1.27,0.9,1
6188,db0bbc637a3a,2021-09-28T00:06:09.256Z,2021-09-25T12:05:45Z,17.3840048,51.548416,-171.74,-129.93,0.9,348.5,6,1,83,0,0,1.02,0.98,1
6188,db0bbc637a3a,2021-09-28T00:06:09.257Z,2021-09-25T16:04:54Z,17.3813712,51.5490944,96.28,138.1,0.2,0,7,2,35,0,0,0.95,0.84,1
6188,db0bbc637a3a,2021-09-28T00:06:09.257Z,2021-09-25T20:05:01Z,17.3817296,51.5490624,84.99,126.81,0.8,349.1,8,2,43,0,0,1.01,0.85,1
6188,db0bbc637a3a,2021-09-28T00:06:09.258Z,2021-09-26T00:04:30Z,17.3820304,51.54864,61.82,103.64,0.2,0,7,2,9,0,0,0.95,0.87,1
6188,db0bbc637a3a,2021-09-28T00:06:09.259Z,2021-09-26T04:05:32Z,17.3816656,51.5491968,139.95,181.77,0.6,188.9,5,2,71,0,0,1.83,0.96,1
6188,db0bbc637a3a,2021-09-28T00:06:09.259Z,2021-09-26T08:04:26Z,17.3809744,51.5493056,311.56,353.38,0,0,5,2,9,0,0,1.11,0.99,1
6188,db0bbc637a3a,2021-09-28T00:06:09.26Z,2021-09-26T12:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-28T00:06:09.26Z,2021-09-26T16:04:42Z,17.3815696,51.5489536,51,92.81,0.1,0,6,2,22,0,0,1.32,0.9,1
6188,db0bbc637a3a,2021-09-28T00:06:09.261Z,2021-09-26T20:05:00Z,17.3814976,51.5490848,106.15,147.97,0.1,0,5,2,43,0,0,1.57,0.86,1
6188,db0bbc637a3a,2021-09-28T00:06:09.261Z,2021-09-27T00:05:04Z,17.376896,51.5497376,119.16,160.98,2.8,279.6,7,2,42,0,0,1.11,1.64,1
6188,db0bbc637a3a,2021-09-28T00:06:09.262Z,2021-09-27T04:05:01Z,17.3776032,51.5498112,120.74,162.56,0,0,4,2,42,0,0,1.67,0.95,1
6188,db0bbc637a3a,2021-09-28T00:06:09.263Z,2021-09-27T08:04:40Z,17.3765312,51.5497216,122.04,163.86,0.3,127.8,7,2,23,0,0,1.16,0.93,1
6188,db0bbc637a3a,2021-09-28T00:06:09.264Z,2021-09-27T12:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-28T00:06:09.264Z,2021-09-27T16:05:01Z,17.3763584,51.5497056,91.57,133.39,0.1,68,9,2,41,0,0,0.84,0.77,1
6188,db0bbc637a3a,2021-09-28T00:06:10.666Z,2021-09-27T20:04:55Z,17.3762688,51.549584,94.66,136.48,0.2,0,5,2,37,0,0,1.76,0.95,1
6188,db0bbc637a3a,2021-09-28T00:06:10.667Z,2021-09-28T00:05:31Z,17.3763968,51.5497632,92.82,134.64,0.2,7.5,7,2,70,0,0,1.42,0.82,1
6188,db0bbc637a3a,2021-10-04T00:05:53.019Z,2021-09-28T04:04:54Z,17.3763488,51.5498656,109.91,151.73,0.4,315.8,6,2,36,0,0,1.27,0.94,1
6188,db0bbc637a3a,2021-10-04T00:05:53.019Z,2021-09-28T08:05:10Z,17.3742272,51.5493728,95.34,137.16,0.1,89.4,6,2,53,0,0,1.2,0.93,1
6188,db0bbc637a3a,2021-10-04T00:05:53.02Z,2021-09-28T12:05:02Z,17.3828416,51.5430304,104.49,146.32,0.3,309.4,5,2,41,0,0,1.34,0.96,1
6188,db0bbc637a3a,2021-10-04T00:05:53.021Z,2021-09-28T16:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-10-04T00:05:53.021Z,2021-09-28T20:05:00Z,17.3815408,51.5491072,124.07,165.89,3.6,5.2,4,2,43,0,0,2.5,1,1
6188,db0bbc637a3a,2021-10-04T00:05:53.021Z,2021-09-29T00:05:48Z,17.3818112,51.5489792,90.54,132.35,0,160.1,5,2,86,0,0,1.82,1,1
6188,db0bbc637a3a,2021-10-04T00:05:53.022Z,2021-09-29T04:05:50Z,17.3822464,51.5494464,115.43,157.25,0,0,5,2,90,0,0,3.35,0.94,1
6188,db0bbc637a3a,2021-10-04T00:05:53.022Z,2021-09-29T08:05:55Z,17.3710064,51.5447168,105.11,146.94,0.1,340.5,5,2,97,0,0,1.23,0.98,1
6188,db0bbc637a3a,2021-10-04T00:05:53.023Z,2021-09-29T12:06:01Z,17.3823344,51.5439264,102.22,144.05,10.8,89.9,4,2,99,0,0,2.12,0.96,1
6188,db0bbc637a3a,2021-10-04T00:05:53.024Z,2021-09-29T16:05:02Z,17.381136,51.5578688,161.87,203.68,0.8,196.9,5,2,43,0,0,1.7,0.98,1
6188,db0bbc637a3a,2021-10-04T00:05:53.024Z,2021-09-29T20:05:01Z,17.3811744,51.5579744,113.45,155.26,0.2,0,4,2,45,0,0,1.98,0.97,1
6188,db0bbc637a3a,2021-10-04T00:05:53.025Z,2021-09-30T00:06:10Z,17.3809792,51.5580512,152.12,193.93,0.2,154.1,6,2,106,0,0,1.56,0.97,1
6188,db0bbc637a3a,2021-10-04T00:05:53.025Z,2021-09-30T04:05:14Z,17.3813712,51.5581088,109.27,151.08,0,0,5,2,54,0,0,1.83,0.99,1
6188,db0bbc637a3a,2021-10-04T00:05:53.026Z,2021-09-30T08:05:02Z,17.43656,51.5469184,114.65,156.43,0.1,201.5,8,2,43,0,0,0.97,0.81,1
6188,db0bbc637a3a,2021-10-04T00:05:53.026Z,2021-09-30T12:04:44Z,200,200,0,0,0,0,0,0,20,0,0,0,0,1
6188,db0bbc637a3a,2021-10-04T00:05:53.026Z,2021-09-30T16:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-10-04T00:05:54.801Z,2021-09-30T20:04:31Z,17.3773632,51.5514368,342.43,384.25,0.3,17.7,5,2,18,0,0,1.62,0.98,1
6188,db0bbc637a3a,2021-10-04T00:05:54.801Z,2021-10-01T00:05:00Z,17.3772672,51.5497984,137.58,179.4,0.2,83.8,5,2,39,0,0,1.77,0.92,1
6188,db0bbc637a3a,2021-10-04T00:05:54.802Z,2021-10-01T04:04:31Z,17.3775696,51.5497792,116.94,158.75,0.2,0,4,2,12,0,0,1.62,0.96,1
6188,db0bbc637a3a,2021-10-04T00:05:54.802Z,2021-10-01T08:04:32Z,17.3774784,51.5494144,26.6,68.42,0,0,5,2,15,0,0,1.15,0.93,1
6188,db0bbc637a3a,2021-10-04T00:05:54.803Z,2021-10-01T12:04:38Z,17.4856496,51.5430784,805.36,847.11,11.7,124.9,5,2,16,0,0,1.2,0.96,1
6188,db0bbc637a3a,2021-10-04T00:05:54.804Z,2021-10-01T16:05:00Z,17.3816944,51.5491936,134.07,175.89,0.1,135.3,8,2,41,0,0,0.97,0.8,1
6188,db0bbc637a3a,2021-10-04T00:05:54.804Z,2021-10-01T20:04:56Z,17.3814128,51.5491968,192.37,234.18,0.3,337.8,7,2,39,0,0,1.25,0.89,1
6188,db0bbc637a3a,2021-10-04T00:05:54.805Z,2021-10-02T00:04:31Z,17.38164,51.5487904,87.41,129.23,0.5,6.5,5,2,10,0,0,1.81,0.91,1
6188,db0bbc637a3a,2021-10-04T00:05:54.805Z,2021-10-02T04:04:39Z,17.3818672,51.5492448,114.46,156.27,0.1,207.9,6,2,18,0,0,1.25,0.84,1
6188,db0bbc637a3a,2021-10-04T00:05:54.806Z,2021-10-02T08:04:56Z,17.3839888,51.5486784,139.75,181.56,0.1,0,8,2,38,0,0,0.97,0.81,1
6188,db0bbc637a3a,2021-10-04T00:05:54.806Z,2021-10-02T12:04:56Z,17.384272,51.5484384,44.65,86.47,0.7,236,6,2,35,0,0,1.04,0.94,1
6188,db0bbc637a3a,2021-10-04T00:05:54.807Z,2021-10-02T16:04:43Z,200,200,0,0,0,0,0,0,20,0,0,0,0,1
6188,db0bbc637a3a,2021-10-04T00:05:54.807Z,2021-10-02T20:05:01Z,17.38188,51.5473152,-158.54,-116.72,0.2,350.2,7,2,43,0,0,1.28,0.96,1
6188,db0bbc637a3a,2021-10-04T00:05:54.808Z,2021-10-03T00:04:51Z,17.381632,51.5492768,138.31,180.12,0,0,6,2,30,0,0,1.17,0.82,1
6188,db0bbc637a3a,2021-10-04T00:05:54.808Z,2021-10-03T04:05:25Z,17.3818272,51.5493408,152.36,194.18,0,10.9,7,2,66,0,0,1.14,0.83,1
6188,db0bbc637a3a,2021-10-04T00:05:54.809Z,2021-10-03T08:04:37Z,17.3829728,51.5484864,93.35,135.17,0.2,47.4,5,2,20,0,0,1.37,0.88,1
6188,db0bbc637a3a,2021-10-04T00:05:56.221Z,2021-10-03T12:05:19Z,17.5239504,51.5393056,73.77,115.49,0,206.7,6,2,57,0,0,1.6,0.92,1
6188,db0bbc637a3a,2021-10-04T00:05:56.222Z,2021-10-03T16:06:03Z,17.3818752,51.5493152,167.08,208.9,0.2,256.4,7,2,103,0,0,1.11,0.82,1
6188,db0bbc637a3a,2021-10-04T00:05:56.223Z,2021-10-03T20:05:49Z,17.3812752,51.5492288,267.07,308.89,0,73.7,7,2,91,0,0,1.04,0.92,1
6188,db0bbc637a3a,2021-10-04T00:05:56.224Z,2021-10-04T00:05:26Z,17.3815024,51.5491712,148.15,189.97,0.1,0,5,1,64,0,0,1.49,0.94,1
6188,db0bbc637a3a,2021-10-05T00:05:25.444Z,2021-10-04T04:04:56Z,17.3816784,51.549184,112.55,154.37,0.1,298.2,7,2,37,0,0,1.02,0.79,1
6188,db0bbc637a3a,2021-10-05T00:05:25.445Z,2021-10-04T08:04:55Z,17.3844912,51.548432,155.31,197.12,0.1,10.7,8,2,37,0,0,0.99,0.8,1
6188,db0bbc637a3a,2021-10-05T00:05:25.446Z,2021-10-04T12:05:01Z,17.85244,50.890912,765.53,807.8,16.5,178.9,10,2,40,0,0,0.87,0.73,1
6188,db0bbc637a3a,2021-10-05T00:05:25.447Z,2021-10-04T16:04:55Z,18.0512416,50.2248,285.26,327.83,0.3,43.5,5,2,36,0,0,1.32,0.89,1
6188,db0bbc637a3a,2021-10-05T00:05:25.448Z,2021-10-04T20:04:44Z,18.0509664,50.2245792,242.57,285.14,0.4,257.7,4,2,27,0,0,1.36,0.97,1
6188,db0bbc637a3a,2021-10-05T00:05:25.448Z,2021-10-05T00:05:00Z,18.0498144,50.2247136,222.1,264.66,0.5,212.3,5,2,37,0,0,1.77,0.93,1
6188,db0bbc637a3a,2021-10-15T00:06:41.929Z,2021-10-05T04:05:00Z,18.0512032,50.2247264,259.68,302.24,0.1,0,6,2,41,0,0,1.59,0.95,1
6188,db0bbc637a3a,2021-10-15T00:06:41.93Z,2021-10-05T08:06:00Z,17.957392,50.1048896,322.67,365.31,5.9,115.8,5,2,102,0,0,1.53,0.96,1
6188,db0bbc637a3a,2021-10-15T00:06:41.931Z,2021-10-05T12:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:41.931Z,2021-10-05T16:06:54Z,200,200,0,0,0,0,0,0,151,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:41.931Z,2021-10-05T20:06:31Z,17.4249408,49.9114528,635.7,678.68,0.3,346.9,4,2,134,0,0,3.25,0.98,1
6188,db0bbc637a3a,2021-10-15T00:06:41.932Z,2021-10-06T00:06:24Z,17.424952,49.9117536,569.19,612.18,0.6,139.2,5,2,123,0,0,1.67,0.92,1
6188,db0bbc637a3a,2021-10-15T00:06:41.933Z,2021-10-06T04:05:01Z,17.4247584,49.91176,577.98,620.96,0.5,282.3,5,2,41,0,0,2.35,0.98,1
6188,db0bbc637a3a,2021-10-15T00:06:41.934Z,2021-10-06T08:05:10Z,17.431744,49.9112256,546.47,589.45,0,0,5,2,53,0,0,1.37,0.94,1
6188,db0bbc637a3a,2021-10-15T00:06:41.934Z,2021-10-06T12:04:41Z,17.3879392,49.8681952,709.83,752.84,0.4,280.4,4,2,20,0,0,2.56,0.95,1
6188,db0bbc637a3a,2021-10-15T00:06:41.935Z,2021-10-06T16:05:00Z,17.3869568,49.8671232,650.77,693.78,0.4,187.9,4,2,40,0,0,2.57,0.98,1
6188,db0bbc637a3a,2021-10-15T00:06:41.936Z,2021-10-06T20:05:01Z,17.3835296,49.867664,714.79,757.81,0.6,60.2,6,2,43,0,0,2.57,0.97,1
6188,db0bbc637a3a,2021-10-15T00:06:41.937Z,2021-10-07T00:04:46Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:41.937Z,2021-10-07T04:04:44Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:41.937Z,2021-10-07T08:05:49Z,17.3666064,49.5694976,244.34,287.34,0,123.1,5,1,90,0,0,1.22,0.95,1
6188,db0bbc637a3a,2021-10-15T00:06:41.938Z,2021-10-07T12:05:25Z,17.3194464,49.5230592,254.18,297.2,0,22.1,6,2,68,0,0,1.2,0.84,1
6188,db0bbc637a3a,2021-10-15T00:06:41.939Z,2021-10-07T16:05:20Z,17.2276576,49.4838784,221.87,264.96,0.1,32.3,4,2,59,0,0,2.3,0.89,1
6188,db0bbc637a3a,2021-10-15T00:06:43.672Z,2021-10-07T20:04:47Z,17.2275408,49.4839392,330.84,373.92,0.1,251.5,5,1,27,0,0,1.28,0.94,1
6188,db0bbc637a3a,2021-10-15T00:06:43.673Z,2021-10-08T00:04:44Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:43.673Z,2021-10-08T04:05:02Z,17.22756,49.4832064,-12.97,30.1,0.5,33.9,4,2,46,0,0,1.3,1,1
6188,db0bbc637a3a,2021-10-15T00:06:43.674Z,2021-10-08T08:05:24Z,17.239464,49.415488,506.5,549.57,7.2,337,4,2,63,0,0,1.58,0.99,1
6188,db0bbc637a3a,2021-10-15T00:06:43.675Z,2021-10-08T12:04:28Z,16.894432,48.216896,634.03,676.96,16.4,173.1,5,2,8,0,0,1.56,0.94,1
6188,db0bbc637a3a,2021-10-15T00:06:43.676Z,2021-10-08T16:05:01Z,16.5972064,46.9872928,193.71,236.21,5.4,166.2,4,2,44,0,0,2.16,0.9,1
6188,db0bbc637a3a,2021-10-15T00:06:43.677Z,2021-10-08T20:05:02Z,16.597208,46.9880384,176.93,219.43,0,26.4,5,2,41,0,0,1.21,0.92,1
6188,db0bbc637a3a,2021-10-15T00:06:43.678Z,2021-10-09T00:05:37Z,16.5971296,46.9880992,190.53,233.03,0,0,5,2,77,0,0,1.27,0.9,1
6188,db0bbc637a3a,2021-10-15T00:06:43.679Z,2021-10-09T04:04:54Z,16.5974992,46.9880832,209.51,252,0.1,0,6,2,37,0,0,1.06,0.91,1
6188,db0bbc637a3a,2021-10-15T00:06:43.68Z,2021-10-09T08:04:39Z,16.3964992,46.5536064,697.24,739.67,12.3,180.7,6,2,16,0,0,1.19,0.91,1
6188,db0bbc637a3a,2021-10-15T00:06:43.68Z,2021-10-09T12:04:46Z,16.1395584,45.457744,441.23,483.2,15.7,203.2,7,2,26,0,0,1.12,0.83,1
6188,db0bbc637a3a,2021-10-15T00:06:43.681Z,2021-10-09T16:04:55Z,15.8165248,45.0977632,305.32,347.48,0.1,320.5,7,2,38,0,0,1.13,0.88,1
6188,db0bbc637a3a,2021-10-15T00:06:43.682Z,2021-10-09T20:05:01Z,15.8166064,45.0979424,386.6,428.76,0.2,0,7,2,40,0,0,0.92,0.87,1
6188,db0bbc637a3a,2021-10-15T00:06:43.683Z,2021-10-10T00:04:36Z,15.8161312,45.0980448,231.85,274.01,0.1,0,4,2,17,0,0,1.42,0.93,1
6188,db0bbc637a3a,2021-10-15T00:06:43.684Z,2021-10-10T04:05:01Z,15.8163152,45.0979648,434.76,476.93,0.1,54.6,6,2,43,0,0,1.35,0.95,1
6188,db0bbc637a3a,2021-10-15T00:06:43.685Z,2021-10-10T08:04:40Z,15.8162608,45.0976288,293.79,335.96,0.1,0,5,2,19,0,0,1.82,0.83,1
6188,db0bbc637a3a,2021-10-15T00:06:45.332Z,2021-10-10T12:05:00Z,15.9409584,45.0497536,357.2,399.16,0.4,211.4,5,2,40,0,0,1.18,0.91,1
6188,db0bbc637a3a,2021-10-15T00:06:45.333Z,2021-10-10T16:04:50Z,15.9415008,45.0491936,336.54,378.5,0,0,6,2,33,0,0,1.38,0.93,1
6188,db0bbc637a3a,2021-10-15T00:06:45.335Z,2021-10-10T20:04:31Z,15.9416992,45.0496032,379.41,421.37,0.3,335,4,2,10,0,0,1.35,0.98,1
6188,db0bbc637a3a,2021-10-15T00:06:45.336Z,2021-10-11T00:05:46Z,15.9415936,45.0499808,382.13,424.09,0,30.3,6,2,86,0,0,1.82,0.93,1
6188,db0bbc637a3a,2021-10-15T00:06:45.337Z,2021-10-11T04:05:17Z,15.9412288,45.0497408,329.07,371.03,0.1,65,5,2,60,0,0,1.32,0.95,1
6188,db0bbc637a3a,2021-10-15T00:06:45.338Z,2021-10-11T08:05:00Z,15.9411712,45.0498784,322.88,364.84,0.3,296.1,5,2,38,0,0,1.23,0.93,1
6188,db0bbc637a3a,2021-10-15T00:06:45.339Z,2021-10-11T12:05:38Z,15.9733632,45.0798496,239.07,281.01,0,40.6,5,2,79,0,0,1.37,0.94,1
6188,db0bbc637a3a,2021-10-15T00:06:45.34Z,2021-10-11T16:05:01Z,15.975992,45.0756768,200.29,242.21,0.1,352.9,7,2,44,0,0,1.19,0.94,1
6188,db0bbc637a3a,2021-10-15T00:06:45.341Z,2021-10-11T20:05:29Z,15.9758144,45.0752832,223.58,265.51,0,190.8,5,2,68,0,0,1.07,0.98,1
6188,db0bbc637a3a,2021-10-15T00:06:45.342Z,2021-10-12T00:05:00Z,15.9759376,45.0757376,191.64,233.57,0.2,0,5,2,41,0,0,1.35,0.92,1
6188,db0bbc637a3a,2021-10-15T00:06:45.343Z,2021-10-12T04:06:55Z,200,200,0,0,0,0,0,0,151,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:45.343Z,2021-10-12T08:05:31Z,15.9484784,44.9716448,624.46,666.36,12.3,178.6,6,2,76,0,0,1.64,0.88,1
6188,db0bbc637a3a,2021-10-15T00:06:45.344Z,2021-10-12T12:06:00Z,15.400432,43.3923904,557.57,599.33,7.5,204.8,5,2,99,0,0,2.3,4.26,1
6188,db0bbc637a3a,2021-10-15T00:06:45.345Z,2021-10-12T16:05:19Z,14.976984,41.8245536,143.95,185.8,0.1,117.8,7,2,59,0,0,1.43,0.8,1
6188,db0bbc637a3a,2021-10-15T00:06:45.346Z,2021-10-12T20:05:31Z,14.9769808,41.8254592,85.21,127.06,0.2,73.1,5,2,73,0,0,1.76,0.92,1
6188,db0bbc637a3a,2021-10-15T00:06:45.347Z,2021-10-13T00:06:53Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:46.911Z,2021-10-13T04:05:00Z,14.9767728,41.8255552,115.48,157.33,0.3,190.2,4,2,42,0,0,1.57,0.96,1
6188,db0bbc637a3a,2021-10-15T00:06:46.912Z,2021-10-13T08:06:54Z,200,200,0,0,0,0,0,0,151,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:46.913Z,2021-10-13T12:04:49Z,14.9269392,40.5718144,1335.07,1376.74,12.4,89.5,5,2,34,0,0,2.37,0.94,1
6188,db0bbc637a3a,2021-10-15T00:06:46.914Z,2021-10-13T16:05:37Z,14.97348,40.4914176,-16.99,24.57,0,0,5,2,76,0,0,2.24,0.96,1
6188,db0bbc637a3a,2021-10-15T00:06:46.915Z,2021-10-13T20:05:54Z,14.9702288,40.4920704,-67.37,-25.79,1.7,27.2,5,2,95,0,0,7.43,8.97,1
6188,db0bbc637a3a,2021-10-15T00:06:46.916Z,2021-10-14T00:04:46Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:46.916Z,2021-10-14T04:04:44Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:46.916Z,2021-10-14T08:05:10Z,15.1029184,40.3233056,559.91,601.22,10,127.8,6,2,56,0,0,1.41,1.56,1
6188,db0bbc637a3a,2021-10-15T00:06:46.918Z,2021-10-14T12:05:07Z,15.1560816,40.1886752,4.45,45.65,0.6,307.3,5,2,46,0,0,1.53,0.91,1
6188,db0bbc637a3a,2021-10-15T00:06:46.92Z,2021-10-14T16:04:44Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-10-15T00:06:46.92Z,2021-10-14T20:05:37Z,15.1565008,40.1989472,22.46,63.66,0.4,279,5,2,79,0,0,1.67,0.96,1
6188,db0bbc637a3a,2021-10-15T00:06:46.921Z,2021-10-15T00:05:54Z,15.15708,40.1986496,2.49,43.69,0.5,289.1,5,2,93,0,0,2.05,0.9,1
6188,db0bbc637a3a,2021-10-16T00:05:08.772Z,2021-10-15T04:06:10Z,15.1569968,40.1988768,33.08,74.28,0,207.6,4,1,110,0,0,1.62,0.98,1
6188,db0bbc637a3a,2021-10-16T00:05:08.773Z,2021-10-15T08:04:39Z,15.1560144,40.1884544,17.54,58.74,0.3,115.7,7,2,22,0,0,1.23,0.91,1
6188,db0bbc637a3a,2021-10-16T00:05:08.774Z,2021-10-15T12:05:54Z,15.153952,40.1864576,45.94,87.14,0.1,337.3,5,2,91,0,0,1.32,0.93,1
6188,db0bbc637a3a,2021-10-16T00:05:08.775Z,2021-10-15T16:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-10-16T00:05:08.775Z,2021-10-15T20:04:40Z,15.1648464,40.1860896,135.03,176.22,0.1,0,5,2,21,0,0,1.26,0.94,1
6188,db0bbc637a3a,2021-10-16T00:05:08.776Z,2021-10-16T00:04:40Z,15.1644432,40.1864544,10.85,52.04,0.4,11.4,4,2,24,0,0,1.29,0.94,1
6188,db0bbc637a3a,2021-10-20T00:05:46.178Z,2021-10-16T04:05:01Z,15.1647408,40.1870336,87.35,128.53,0.1,0,6,2,38,0,0,1.58,0.93,1
6188,db0bbc637a3a,2021-10-20T00:05:46.179Z,2021-10-16T08:05:30Z,15.1536336,40.186176,67.93,109.13,0.2,163.2,6,2,70,0,0,2.37,0.89,1
6188,db0bbc637a3a,2021-10-20T00:05:46.179Z,2021-10-16T12:04:25Z,15.2924544,40.0664064,80.05,120.98,14,2.4,6,2,7,0,0,1.22,0.9,1
6188,db0bbc637a3a,2021-10-20T00:05:46.18Z,2021-10-16T16:06:18Z,15.1540704,40.1862688,-25.45,15.75,0.2,187.2,5,2,116,0,0,1.37,0.91,1
6188,db0bbc637a3a,2021-10-20T00:05:46.181Z,2021-10-16T20:05:01Z,15.1587984,40.1892128,70.87,112.06,0.2,344,7,2,40,0,0,1.16,0.85,1
6188,db0bbc637a3a,2021-10-20T00:05:46.182Z,2021-10-17T00:04:57Z,15.158824,40.1890528,32.51,73.7,0.1,117.1,9,2,38,0,0,0.95,0.85,1
6188,db0bbc637a3a,2021-10-20T00:05:46.182Z,2021-10-17T04:04:23Z,15.1593472,40.1891936,-16.85,24.33,0.1,0,5,2,7,0,0,1.46,0.96,1
6188,db0bbc637a3a,2021-10-20T00:05:46.183Z,2021-10-17T08:04:32Z,15.1643248,40.1865184,107.21,148.4,9.7,86.7,4,2,10,0,0,1.57,0.98,1
6188,db0bbc637a3a,2021-10-20T00:05:46.184Z,2021-10-17T12:04:36Z,16.0123952,39.433072,510.07,549.52,12.9,106.7,7,2,15,0,0,0.99,0.88,1
6188,db0bbc637a3a,2021-10-20T00:05:46.185Z,2021-10-17T16:05:03Z,16.229264,38.7328896,38.8,77.49,0.3,331,5,2,45,0,0,1.57,0.96,1
6188,db0bbc637a3a,2021-10-20T00:05:46.185Z,2021-10-17T20:04:49Z,16.2258128,38.728512,75.33,114.02,0.2,141.8,8,2,28,0,0,0.86,0.89,1
6188,db0bbc637a3a,2021-10-20T00:05:46.186Z,2021-10-18T00:04:55Z,16.2258656,38.7288224,79.32,118.01,0.2,0,5,2,35,0,0,1.31,0.92,1
6188,db0bbc637a3a,2021-10-20T00:05:46.187Z,2021-10-18T04:04:57Z,16.2263888,38.7287136,75.6,114.3,0.2,0,7,2,39,0,0,1.41,0.92,1
6188,db0bbc637a3a,2021-10-20T00:05:46.187Z,2021-10-18T08:05:31Z,16.1103776,38.7008256,311.93,350.81,6.8,240.1,7,2,70,0,0,1.07,0.86,1
6188,db0bbc637a3a,2021-10-20T00:05:48.496Z,2021-10-18T12:05:25Z,15.6407184,38.0168608,513.55,552.61,16.7,320.5,7,2,66,0,0,1.23,1.47,1
