S/N,UUID,Transmitting time,Collecting time,Longitude,Latitude,Altitude,Geoid height,Speed,Course,Satellite used,Positioning mode,GPS time consumption,HorAccuracy,VerAccuracy,HDOP,VDOP,Data source
6188,db0bbc637a3a,2021-08-28T00:05:26.988Z,2021-08-27T08:06:07Z,17.4899232,51.5351552,63.64,105.39,0.6,107.6,4,2,117,0,0,1.6,0.95,1
6188,db0bbc637a3a,2021-08-28T00:05:26.989Z,2021-08-27T12:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-08-28T00:05:26.989Z,2021-08-27T16:04:54Z,17.4870256,51.536752,66.45,108.2,0.1,0,4,2,34,0,0,1.36,0.96,1
6188,db0bbc637a3a,2021-08-28T00:05:26.99Z,2021-08-27T20:05:00Z,17.48764,51.535968,139.27,181.02,0.3,337.2,6,2,43,0,0,0.97,0.92,1
6188,db0bbc637a3a,2021-08-28T00:05:26.991Z,2021-08-28T00:04:57Z,17.4887024,51.5364384,176.55,218.3,0,0,5,2,35,0,0,1.31,0.9,1
6188,db0bbc637a3a,2021-08-29T00:05:35.156Z,2021-08-28T04:04:27Z,17.487816,51.536896,169.45,211.2,0.2,0,7,2,8,0,0,1.03,0.81,1
6188,db0bbc637a3a,2021-08-29T00:05:35.156Z,2021-08-28T08:04:55Z,17.4864528,51.537232,102.41,144.16,0.2,41.9,8,2,37,0,0,1.09,0.79,1
6188,db0bbc637a3a,2021-08-29T00:05:35.157Z,2021-08-28T12:05:01Z,17.4874016,51.536784,93.16,134.91,0.1,50.1,7,2,39,0,0,1.09,0.8,1
6188,db0bbc637a3a,2021-08-29T00:05:35.158Z,2021-08-28T16:05:10Z,17.4865568,51.5362496,111.61,153.36,0,5.3,9,2,49,0,0,0.82,0.86,1
6188,db0bbc637a3a,2021-08-29T00:05:35.159Z,2021-08-28T20:04:44Z,200,200,0,0,0,0,0,0,20,0,0,0,0,1
6188,db0bbc637a3a,2021-08-29T00:05:35.159Z,2021-08-29T00:05:05Z,17.4881408,51.5441216,135.29,177.03,0,25.2,5,2,48,0,0,1.22,0.91,1
6188,db0bbc637a3a,2021-08-31T00:07:17.675Z,2021-08-29T04:04:29Z,17.4872976,51.5363968,137.07,178.82,0.3,109.5,8,2,8,0,0,1.01,0.85,1
6188,db0bbc637a3a,2021-08-31T00:07:17.676Z,2021-08-29T08:04:44Z,200,200,0,0,0,0,0,0,20,0,0,0,0,1
6188,db0bbc637a3a,2021-08-31T00:07:17.676Z,2021-08-29T12:05:01Z,17.4875456,51.5363488,92.68,134.43,0.5,328.5,4,2,43,0,0,1.29,0.93,1
6188,db0bbc637a3a,2021-08-31T00:07:17.677Z,2021-08-29T16:04:44Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-08-31T00:07:17.677Z,2021-08-29T20:05:49Z,17.4878048,51.5359648,125.54,167.29,0,52,8,2,89,0,0,1.01,0.76,1
6188,db0bbc637a3a,2021-08-31T00:07:17.677Z,2021-08-30T00:04:55Z,17.4878896,51.5364736,195.19,236.94,0.4,68.5,5,2,38,0,0,1.27,0.81,1
6188,db0bbc637a3a,2021-08-31T00:07:17.678Z,2021-08-30T04:04:44Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-08-31T00:07:17.678Z,2021-08-30T08:05:01Z,17.4857888,51.5465824,122.78,164.51,0.4,137,8,2,41,0,0,0.94,0.77,1
6188,db0bbc637a3a,2021-08-31T00:07:17.679Z,2021-08-30T12:05:49Z,17.4968288,51.5341728,87.52,129.27,0.1,0,5,2,92,0,0,1.31,0.9,1
6188,db0bbc637a3a,2021-08-31T00:07:17.68Z,2021-08-30T16:05:19Z,17.496496,51.5345376,108.75,150.5,0.7,64.3,7,2,58,0,0,1.2,0.92,1
6188,db0bbc637a3a,2021-08-31T00:07:17.681Z,2021-08-30T20:05:51Z,17.4882432,51.5442048,140.23,181.97,0,45,4,2,91,0,0,1.79,0.91,1
6188,db0bbc637a3a,2021-08-31T00:07:17.681Z,2021-08-31T00:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.201Z,2021-08-31T04:06:53Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.201Z,2021-08-31T08:05:54Z,17.4873232,51.536912,135.6,177.35,0,315.6,4,2,101,0,0,1.33,0.99,1
6188,db0bbc637a3a,2021-09-03T00:05:19.202Z,2021-08-31T12:05:00Z,17.4933744,51.5503456,106.57,148.3,0.3,140.1,5,2,38,0,0,1.53,0.94,1
6188,db0bbc637a3a,2021-09-03T00:05:19.204Z,2021-08-31T16:06:53Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.204Z,2021-08-31T20:04:48Z,17.487472,51.5360608,119.94,161.69,0.1,49.1,4,2,31,0,0,1.46,0.85,1
6188,db0bbc637a3a,2021-09-03T00:05:19.205Z,2021-09-01T00:04:40Z,17.4877584,51.5359296,116.19,157.95,0.7,225.4,4,2,18,0,0,1.68,0.93,1
6188,db0bbc637a3a,2021-09-03T00:05:19.206Z,2021-09-01T04:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.206Z,2021-09-01T08:06:55Z,200,200,0,0,0,0,0,0,151,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.206Z,2021-09-01T12:06:54Z,200,200,0,0,0,0,0,0,151,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.206Z,2021-09-01T16:05:00Z,17.48736,51.5369824,111.16,152.91,0.4,7.6,5,2,46,0,0,1.64,0.95,1
6188,db0bbc637a3a,2021-09-03T00:05:19.207Z,2021-09-01T20:05:00Z,17.4886144,51.5437408,121.72,163.46,0.3,338.9,5,2,39,0,0,1.79,0.92,1
6188,db0bbc637a3a,2021-09-03T00:05:19.208Z,2021-09-02T00:05:50Z,17.4885216,51.5437216,42.56,84.3,0.3,156.1,4,1,90,0,0,2.38,0.96,1
6188,db0bbc637a3a,2021-09-03T00:05:19.209Z,2021-09-02T04:04:46Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.209Z,2021-09-02T08:04:44Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.209Z,2021-09-02T12:05:25Z,17.4814912,51.5523424,390.85,432.58,10.9,252.6,6,2,71,0,0,1.54,0.91,1
6188,db0bbc637a3a,2021-09-03T00:05:19.21Z,2021-09-02T16:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.21Z,2021-09-02T20:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-03T00:05:19.21Z,2021-09-03T00:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-04T00:05:34.489Z,2021-09-03T04:06:15Z,17.4873088,51.5369504,78.42,120.17,8.1,165.6,6,2,121,0,0,1.33,0.92,1
6188,db0bbc637a3a,2021-09-04T00:05:34.49Z,2021-09-03T08:04:43Z,17.4764784,51.5524896,169.63,211.36,0.1,313.9,4,2,22,0,0,1.49,0.97,1
6188,db0bbc637a3a,2021-09-04T00:05:34.491Z,2021-09-03T12:04:41Z,17.471904,51.5533568,156.89,198.63,0.1,0,5,2,21,0,0,2.14,0.94,1
6188,db0bbc637a3a,2021-09-04T00:05:34.492Z,2021-09-03T16:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-04T00:05:34.492Z,2021-09-03T20:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-04T00:05:34.492Z,2021-09-04T00:05:07Z,17.4881936,51.543744,105.79,147.53,0.3,34.1,4,2,52,0,0,1.58,0.97,1
6188,db0bbc637a3a,2021-09-06T00:06:08.665Z,2021-09-04T04:04:39Z,17.48612,51.5371488,106.49,148.24,0,0,5,2,18,0,0,1.79,0.96,1
6188,db0bbc637a3a,2021-09-06T00:06:08.666Z,2021-09-04T08:04:45Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-06T00:06:08.666Z,2021-09-04T12:05:11Z,17.4881424,51.5368928,310.32,352.07,0.5,133.8,5,2,53,0,0,2.22,0.94,1
6188,db0bbc637a3a,2021-09-06T00:06:08.667Z,2021-09-04T16:05:01Z,17.488888,51.5362016,111.66,153.41,0.1,0,8,2,40,0,0,0.92,0.87,1
6188,db0bbc637a3a,2021-09-06T00:06:08.668Z,2021-09-04T20:06:23Z,17.4879424,51.543968,161.44,203.18,2.9,106.8,5,2,124,0,0,2.86,0.92,1
6188,db0bbc637a3a,2021-09-06T00:06:08.669Z,2021-09-05T00:04:54Z,17.488672,51.5440544,162.04,203.78,0.4,27.5,5,2,37,0,0,1.25,0.97,1
6188,db0bbc637a3a,2021-09-06T00:06:08.67Z,2021-09-05T04:05:01Z,17.4889392,51.5360992,111.51,153.26,0.2,323.6,6,2,40,0,0,1.18,0.9,1
6188,db0bbc637a3a,2021-09-06T00:06:08.671Z,2021-09-05T08:04:42Z,17.4881328,51.5361024,-159.23,-117.48,0.4,222.2,5,1,23,0,0,1.04,0.97,1
6188,db0bbc637a3a,2021-09-06T00:06:08.672Z,2021-09-05T12:04:42Z,17.4813296,51.538704,113.68,155.43,0.4,285.9,5,2,25,0,0,1.11,0.98,1
6188,db0bbc637a3a,2021-09-06T00:06:08.673Z,2021-09-05T16:04:34Z,17.50792,51.563184,165.98,207.67,0,0,5,2,12,0,0,1.28,0.93,1
6188,db0bbc637a3a,2021-09-06T00:06:08.674Z,2021-09-05T20:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-06T00:06:08.674Z,2021-09-06T00:05:24Z,17.4879728,51.5438432,63.6,105.34,0.1,0,5,2,67,0,0,1.26,0.97,1
6188,db0bbc637a3a,2021-09-07T00:07:43.285Z,2021-09-06T04:04:34Z,17.4872944,51.536512,123.9,165.65,0.3,69,5,2,11,0,0,1.19,0.89,1
6188,db0bbc637a3a,2021-09-07T00:07:43.286Z,2021-09-06T08:04:55Z,17.4864272,51.5374368,-169.5,-127.75,0.1,117.9,5,1,34,0,0,1,0.98,1
6188,db0bbc637a3a,2021-09-07T00:07:43.287Z,2021-09-06T12:06:20Z,17.4846752,51.5372672,254.59,296.34,5.6,326.6,5,2,122,0,0,1.7,1.35,1
6188,db0bbc637a3a,2021-09-07T00:07:43.288Z,2021-09-06T16:05:47Z,17.4888512,51.5437408,163.75,205.49,0,222.2,9,1,90,0,0,0.84,0.88,1
6188,db0bbc637a3a,2021-09-07T00:07:43.289Z,2021-09-06T20:05:55Z,17.4893648,51.5437088,155.96,197.7,0.5,11.9,4,2,93,0,0,2.54,0.98,1
6188,db0bbc637a3a,2021-09-07T00:07:43.29Z,2021-09-07T00:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-08T00:05:30.687Z,2021-09-07T04:04:55Z,17.4876688,51.5363936,94.49,136.24,0.2,105.1,4,2,38,0,0,2.28,0.93,1
6188,db0bbc637a3a,2021-09-08T00:05:30.688Z,2021-09-07T08:05:11Z,17.4883024,51.5283584,269.37,311.13,0.1,291.3,4,2,51,0,0,1.62,0.99,1
6188,db0bbc637a3a,2021-09-08T00:05:30.689Z,2021-09-07T12:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-08T00:05:30.689Z,2021-09-07T16:04:55Z,17.4898624,51.5359072,79.36,121.11,0,0,10,2,38,0,0,0.85,0.92,1
6188,db0bbc637a3a,2021-09-08T00:05:30.69Z,2021-09-07T20:05:10Z,17.4876256,51.5358432,101.84,143.59,0,235.7,7,2,48,0,0,1.08,0.88,1
6188,db0bbc637a3a,2021-09-08T00:05:30.691Z,2021-09-08T00:05:00Z,17.4875392,51.5359968,93.74,135.49,0.2,0,5,2,40,0,0,1.6,0.9,1
6188,db0bbc637a3a,2021-09-11T00:05:36.472Z,2021-09-08T04:04:44Z,17.4874192,51.5364928,101.54,143.29,0.1,0,5,2,26,0,0,1.3,0.89,1
6188,db0bbc637a3a,2021-09-11T00:05:36.473Z,2021-09-08T08:05:00Z,17.4712704,51.5385056,113.92,155.69,0.1,0,11,2,39,0,0,0.72,0.71,1
6188,db0bbc637a3a,2021-09-11T00:05:36.474Z,2021-09-08T12:05:55Z,17.51924,51.5328032,152.86,194.59,6.3,2.1,6,2,96,0,0,1.42,1.67,1
6188,db0bbc637a3a,2021-09-11T00:05:36.475Z,2021-09-08T16:05:37Z,17.4893136,51.5355808,113.68,155.43,0.1,0,6,2,80,0,0,1.35,0.91,1
6188,db0bbc637a3a,2021-09-11T00:05:36.476Z,2021-09-08T20:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-11T00:05:36.476Z,2021-09-09T00:05:31Z,17.4885136,51.5280224,93.48,135.25,0.1,0,5,2,71,0,0,1.24,0.94,1
6188,db0bbc637a3a,2021-09-11T00:05:36.477Z,2021-09-09T04:06:56Z,200,200,0,0,0,0,0,0,151,0,0,0,0,1
6188,db0bbc637a3a,2021-09-11T00:05:36.478Z,2021-09-09T08:04:44Z,200,200,0,0,0,0,0,0,21,0,0,0,0,1
6188,db0bbc637a3a,2021-09-11T00:05:36.478Z,2021-09-09T12:05:54Z,17.495064,51.5312448,118.14,159.89,0.1,50.6,5,2,101,0,0,1.45,0.93,1
6188,db0bbc637a3a,2021-09-11T00:05:36.479Z,2021-09-09T16:06:48Z,17.5009008,51.5330976,73.97,115.71,0.6,9.4,4,1,145,0,0,2.14,0.99,1
6188,db0bbc637a3a,2021-09-11T00:05:36.48Z,2021-09-09T20:04:44Z,200,200,0,0,0,0,0,0,20,0,0,0,0,1
6188,db0bbc637a3a,2021-09-11T00:05:36.48Z,2021-09-10T00:05:33Z,17.5045616,51.5294144,158.81,200.56,0.4,248.2,5,2,74,0,0,1.31,0.95,1
6188,db0bbc637a3a,2021-09-11T00:05:36.482Z,2021-09-10T04:04:44Z,17.50388,51.5282944,83.89,125.64,0.3,140,5,2,27,0,0,2.35,0.96,1
6188,db0bbc637a3a,2021-09-11T00:05:36.483Z,2021-09-10T08:05:48Z,17.5075344,51.5256576,121.16,162.91,0.3,18.9,5,2,87,0,0,1.29,0.94,1
6188,db0bbc637a3a,2021-09-11T00:05:36.484Z,2021-09-10T12:04:44Z,17.5016224,51.5316608,157.48,199.22,0.1,0,5,2,24,0,0,1.4,0.96,1
6188,db0bbc637a3a,2021-09-11T00:05:36.485Z,2021-09-10T16:04:47Z,17.5057424,51.5300064,171.99,213.74,0.3,178.8,5,2,30,0,0,2.07,0.91,1
6188,db0bbc637a3a,2021-09-11T00:05:36.486Z,2021-09-10T20:05:31Z,17.5049776,51.5295232,98.7,140.44,0.2,315.8,9,2,70,0,0,0.79,0.86,1
6188,db0bbc637a3a,2021-09-11T00:05:37.651Z,2021-09-11T00:04:35Z,17.5041984,51.5289504,397.14,438.89,0.1,0,5,2,15,0,0,1.3,0.96,1
6188,db0bbc637a3a,2021-09-12T00:05:56.736Z,2021-09-11T04:06:19Z,17.5045296,51.5294176,131.1,172.84,1.5,353.8,6,2,121,0,0,2.35,2.04,1
6188,db0bbc637a3a,2021-09-12T00:05:56.737Z,2021-09-11T08:04:31Z,17.5106272,51.527392,143.37,185.11,0.6,125,4,2,10,0,0,1.49,0.95,1
6188,db0bbc637a3a,2021-09-12T00:05:56.738Z,2021-09-11T12:04:55Z,17.5816384,51.4849728,560.07,601.82,16.3,37.5,7,2,36,0,0,1.26,0.89,1
6188,db0bbc637a3a,2021-09-12T00:05:56.739Z,2021-09-11T16:05:10Z,17.5062336,51.5269536,106.08,147.83,0,0,10,2,53,0,0,0.91,0.88,1
6188,db0bbc637a3a,2021-09-12T00:05:56.74Z,2021-09-11T20:04:55Z,17.507848,51.5300704,148.78,190.52,0.6,288.6,6,2,34,0,0,1.73,0.83,1
6188,db0bbc637a3a,2021-09-12T00:05:56.741Z,2021-09-12T00:05:25Z,17.5073552,51.530288,124.95,166.69,0.4,225.9,8,2,66,0,0,1.2,0.84,1
6188,db0bbc637a3a,2021-09-13T00:05:36.395Z,2021-09-12T04:04:34Z,17.5076816,51.5299328,124.69,166.43,0,0,6,2,17,0,0,1.24,0.88,1
6188,db0bbc637a3a,2021-09-13T00:05:36.395Z,2021-09-12T08:05:01Z,17.5070672,51.5263552,101.84,143.59,0,327.1,6,2,39,0,0,1.14,0.92,1
6188,db0bbc637a3a,2021-09-13T00:05:36.396Z,2021-09-12T12:06:53Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-13T00:05:36.396Z,2021-09-12T16:04:32Z,17.5125488,51.5308128,91.05,132.79,0.3,253.7,5,2,15,0,0,1.33,0.96,1
6188,db0bbc637a3a,2021-09-13T00:05:36.397Z,2021-09-12T20:04:55Z,17.507584,51.5300224,129.23,170.98,0.3,272.4,8,2,33,0,0,0.94,0.81,1
6188,db0bbc637a3a,2021-09-13T00:05:36.398Z,2021-09-13T00:05:04Z,17.507736,51.5309248,122.3,164.04,0.1,0,5,2,45,0,0,1.63,0.96,1
6188,db0bbc637a3a,2021-09-14T00:06:08.912Z,2021-09-13T04:04:57Z,17.5077872,51.5305184,104.29,146.04,0.2,334.7,9,1,40,0,0,0.91,0.81,1
6188,db0bbc637a3a,2021-09-14T00:06:08.913Z,2021-09-13T08:06:18Z,17.5153104,51.5226368,184.09,225.84,9.8,68.9,5,2,118,0,0,2.38,0.85,1
6188,db0bbc637a3a,2021-09-14T00:06:08.914Z,2021-09-13T12:06:54Z,200,200,0,0,0,0,0,0,151,0,0,0,0,1
6188,db0bbc637a3a,2021-09-14T00:06:08.914Z,2021-09-13T16:05:55Z,17.4887008,51.5359872,107.08,148.83,0,143.6,6,2,98,0,0,1.25,0.92,1
6188,db0bbc637a3a,2021-09-14T00:06:08.914Z,2021-09-13T20:05:30Z,17.4916016,51.5433952,147.04,188.77,0.1,330.2,5,2,68,0,0,1.92,0.96,1
6188,db0bbc637a3a,2021-09-14T00:06:08.915Z,2021-09-14T00:05:31Z,17.4918912,51.5432288,162.32,204.06,0.2,352.4,6,2,72,0,0,1.45,0.93,1
6188,db0bbc637a3a,2021-09-16T00:06:41.241Z,2021-09-14T04:05:18Z,17.4882896,51.5359392,128.26,170.01,0,22.4,4,2,61,0,0,1.42,0.97,1
6188,db0bbc637a3a,2021-09-16T00:06:41.242Z,2021-09-14T08:06:54Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-16T00:06:41.243Z,2021-09-14T12:05:08Z,17.392624,51.5482016,363.54,405.35,8.6,76.7,5,2,50,0,0,1.68,0.89,1
6188,db0bbc637a3a,2021-09-16T00:06:41.244Z,2021-09-14T16:06:48Z,17.3803728,51.5493152,120.22,162.04,0.6,351.8,4,2,151,0,0,1.88,1,1
6188,db0bbc637a3a,2021-09-16T00:06:41.245Z,2021-09-14T20:05:54Z,17.3815936,51.548976,104.79,146.6,0.1,33.2,4,2,92,0,0,1.44,0.98,1
6188,db0bbc637a3a,2021-09-16T00:06:41.246Z,2021-09-15T00:04:46Z,17.3815232,51.5491424,87.23,129.04,0,0,5,2,28,0,0,1.85,0.93,1
6188,db0bbc637a3a,2021-09-16T00:06:41.247Z,2021-09-15T04:06:00Z,17.3832592,51.5485952,141.23,183.04,0,36.1,5,2,104,0,0,1.2,0.98,1
6188,db0bbc637a3a,2021-09-16T00:06:41.248Z,2021-09-15T08:05:25Z,17.3784576,51.5564544,82.41,124.22,0.1,0,4,1,62,0,0,1.32,1,1
6188,db0bbc637a3a,2021-09-16T00:06:41.249Z,2021-09-15T12:04:55Z,17.3758816,51.5499232,102.84,144.66,0.4,0,6,2,34,0,0,1.91,0.99,1
6188,db0bbc637a3a,2021-09-16T00:06:41.25Z,2021-09-15T16:05:35Z,17.3786576,51.5495456,71.72,113.53,0.1,0,5,2,77,0,0,1.9,0.91,1
6188,db0bbc637a3a,2021-09-16T00:06:41.251Z,2021-09-15T20:05:00Z,17.3783744,51.5497248,152.23,194.05,0,355.6,4,2,44,0,0,1.65,0.99,1
6188,db0bbc637a3a,2021-09-16T00:06:41.252Z,2021-09-16T00:05:54Z,17.378304,51.5494624,33.81,75.63,0,200.9,4,1,92,0,0,1.35,1,1
6188,db0bbc637a3a,2021-09-21T00:05:50.06Z,2021-09-16T04:05:17Z,17.3781936,51.549456,115.95,157.77,0.2,218.4,5,2,56,0,0,1.48,0.86,1
6188,db0bbc637a3a,2021-09-21T00:05:50.061Z,2021-09-16T08:05:07Z,17.3672816,51.5589824,103.17,144.98,0,0,5,2,48,0,0,1.37,0.94,1
6188,db0bbc637a3a,2021-09-21T00:05:50.062Z,2021-09-16T12:05:01Z,17.3764608,51.549824,106.5,148.32,0,102.3,7,2,44,0,0,1.13,0.9,1
6188,db0bbc637a3a,2021-09-21T00:05:50.063Z,2021-09-16T16:05:26Z,17.3805744,51.5492896,104.05,145.86,0.2,304.2,5,2,64,0,0,1.72,0.94,1
6188,db0bbc637a3a,2021-09-21T00:05:50.064Z,2021-09-16T20:05:00Z,17.3768576,51.556976,189.34,231.15,0.2,0,4,2,42,0,0,1.62,0.92,1
6188,db0bbc637a3a,2021-09-21T00:05:50.064Z,2021-09-17T00:05:02Z,17.3757152,51.5562624,243.44,285.25,0.2,88,5,2,45,0,0,1.38,0.93,1
6188,db0bbc637a3a,2021-09-21T00:05:50.065Z,2021-09-17T04:04:31Z,17.3767376,51.5567392,144.51,186.32,0.2,0,6,2,10,0,0,1.19,0.89,1
6188,db0bbc637a3a,2021-09-21T00:05:50.066Z,2021-09-17T08:04:25Z,17.3684448,51.5608064,204,245.81,0.3,277.4,5,2,6,0,0,1.4,0.93,1
6188,db0bbc637a3a,2021-09-21T00:05:50.066Z,2021-09-17T12:04:35Z,17.4054592,51.5474688,109.61,151.41,0,0,6,2,18,0,0,1.51,0.9,1
6188,db0bbc637a3a,2021-09-21T00:05:50.067Z,2021-09-17T16:04:42Z,17.406624,51.5480384,140.97,182.77,0.4,343.5,5,2,20,0,0,1.7,0.93,1
6188,db0bbc637a3a,2021-09-21T00:05:50.068Z,2021-09-17T20:04:53Z,17.4178576,51.5392288,192.01,233.81,0,0,5,2,33,0,0,1.21,0.91,1
6188,db0bbc637a3a,2021-09-21T00:05:50.068Z,2021-09-18T00:04:41Z,17.3776592,51.5581472,111.25,153.06,0.1,0,6,1,24,0,0,1.15,0.88,1
6188,db0bbc637a3a,2021-09-21T00:05:50.069Z,2021-09-18T04:05:52Z,17.4049344,51.5477248,189.73,231.53,0,40.4,8,1,90,0,0,0.85,0.83,1
6188,db0bbc637a3a,2021-09-21T00:05:50.07Z,2021-09-18T08:05:14Z,17.4042976,51.5462912,-252.7,-210.9,0,224.1,8,2,54,0,0,0.92,0.86,1
6188,db0bbc637a3a,2021-09-21T00:05:51.595Z,2021-09-18T12:05:13Z,17.4100432,51.5444256,147.52,189.32,1.7,120.6,9,2,55,0,0,1.03,0.82,1
6188,db0bbc637a3a,2021-09-21T00:05:51.596Z,2021-09-18T16:05:01Z,17.4090464,51.5446176,117.67,159.47,0,90.5,7,2,39,0,0,1.21,0.89,1
6188,db0bbc637a3a,2021-09-21T00:05:51.597Z,2021-09-18T20:05:01Z,17.4076976,51.541472,131.17,172.98,0.2,45.2,7,2,41,0,0,1.18,0.88,1
6188,db0bbc637a3a,2021-09-21T00:05:51.598Z,2021-09-19T00:05:52Z,17.4078784,51.5418464,81.18,122.98,0,36.6,4,2,94,0,0,2.26,0.97,1
6188,db0bbc637a3a,2021-09-21T00:05:51.599Z,2021-09-19T04:04:38Z,17.4083008,51.5410912,172.71,214.52,0,0,5,2,16,0,0,1.15,0.95,1
6188,db0bbc637a3a,2021-09-21T00:05:51.6Z,2021-09-19T08:04:35Z,17.4111424,51.54512,-52.08,-10.28,0,337,6,2,15,0,0,1,0.91,1
6188,db0bbc637a3a,2021-09-21T00:05:51.601Z,2021-09-19T12:04:55Z,17.4116352,51.5462048,38.28,80.08,0.1,0,8,2,37,0,0,1.02,0.91,1
6188,db0bbc637a3a,2021-09-21T00:05:51.602Z,2021-09-19T16:06:35Z,17.4123904,51.5438944,101.22,143.02,0,356.1,5,2,133,0,0,1.46,0.9,1
6188,db0bbc637a3a,2021-09-21T00:05:51.603Z,2021-09-19T20:04:56Z,17.4145856,51.5440128,181.75,223.55,0,0,5,2,36,0,0,1.2,0.93,1
6188,db0bbc637a3a,2021-09-21T00:05:51.604Z,2021-09-20T00:05:31Z,17.4145552,51.5435488,238.15,279.95,0.4,149.2,5,2,74,0,0,1.68,1,1
6188,db0bbc637a3a,2021-09-21T00:05:51.605Z,2021-09-20T04:05:01Z,17.4144976,51.5440896,168.62,210.41,0,0,7,2,39,0,0,1.07,0.9,1
6188,db0bbc637a3a,2021-09-21T00:05:51.606Z,2021-09-20T08:04:55Z,17.4121856,51.54568,99.12,140.92,0.1,24.2,8,2,35,0,0,0.89,0.89,1
6188,db0bbc637a3a,2021-09-21T00:05:51.607Z,2021-09-20T12:06:53Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-21T00:05:51.607Z,2021-09-20T16:06:54Z,200,200,0,0,0,0,0,0,151,0,0,0,0,1
6188,db0bbc637a3a,2021-09-21T00:05:51.607Z,2021-09-20T20:06:53Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-09-21T00:05:51.608Z,2021-09-21T00:05:19Z,17.4144848,51.5440096,121.81,163.61,0.2,0,5,2,68,0,0,2.15,0.93,1
6188,db0bbc637a3a,2021-09-25T00:06:37.129Z,2021-09-21T04:06:01Z,17.4096544,51.5449984,167.36,209.16,8,293,5,2,99,0,0,1.99,7.08,1
6188,db0bbc637a3a,2021-09-25T00:06:37.13Z,2021-09-21T08:04:54Z,17.4129872,51.5446816,106.61,148.41,0,0,6,2,34,0,0,1.08,0.92,1
6188,db0bbc637a3a,2021-09-25T00:06:37.131Z,2021-09-21T12:04:54Z,17.4116928,51.5459488,92.18,133.98,0.2,321.7,9,2,37,0,0,0.98,0.89,1
6188,db0bbc637a3a,2021-09-25T00:06:37.132Z,2021-09-21T16:06:03Z,17.3840752,51.5485024,94.29,136.1,0,0,5,1,101,0,0,3.09,0.85,1
6188,db0bbc637a3a,2021-09-25T00:06:37.133Z,2021-09-21T20:04:54Z,17.3816512,51.549024,114.13,155.95,0.1,0,6,2,33,0,0,1.25,0.82,1
6188,db0bbc637a3a,2021-09-25T00:06:37.134Z,2021-09-22T00:05:01Z,17.382048,51.548416,163.19,205.01,0.1,0,4,2,44,0,0,2.97,1,1
6188,db0bbc637a3a,2021-09-25T00:06:37.134Z,2021-09-22T04:05:00Z,17.3817024,51.5490528,110.1,151.91,0.2,0,5,2,38,0,0,1.37,0.94,1
6188,db0bbc637a3a,2021-09-25T00:06:37.135Z,2021-09-22T08:04:54Z,17.3822208,51.5490176,83.22,125.04,0.6,194.9,6,2,33,0,0,1.71,0.94,1
6188,db0bbc637a3a,2021-09-25T00:06:37.136Z,2021-09-22T12:05:00Z,17.3723152,51.5578048,95.05,136.86,0.9,332.6,6,2,41,0,0,1.26,0.88,1
